,Datetime,Tweet Id,Text,Username,Media
45,2021-05-01 17:27:23+00:00,1388545598450667524,Several areas of #Sattari plunges in darkness as one is the feeder of electricity Dept fails. Work on to restore the supply. https://t.co/FBw17zDwT3,goanewshub,"[Photo(previewUrl='https://pbs.twimg.com/media/E0Ua3N5UcAQNWT4?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E0Ua3N5UcAQNWT4?format=jpg&name=large', type='photo')]"
46,2021-05-01 17:08:32+00:00,1388540854847950851,CM @DrPramodPSawant visited  Goa Medical College along with Secretary Health &amp; Secretary Revenue to monitor the oxygen supply levels. #COVID19 https://t.co/ZkX6uqKkzh,goanewshub,"[Photo(previewUrl='https://pbs.twimg.com/media/E0UWitzWUAIijbE?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E0UWitzWUAIijbE?format=jpg&name=large', type='photo')]"
47,2021-05-01 15:40:48+00:00,1388518776698675200,Sattari witnessed heavy downpour on Saturday; brought down mercury levels significantly. (Corr Devendra Gaonkar ) https://t.co/54uBkoB5qb,goanewshub,"[Photo(previewUrl='https://pbs.twimg.com/media/E0UCdCAXMAEtOrq?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E0UCdCAXMAEtOrq?format=jpg&name=large', type='photo')]"
48,2021-05-01 15:39:26+00:00,1388518434305048584,Political leaders in Goa demand longer lockdown https://t.co/o4FrfJEoq1 via @@goanewshub,goanewshub,
49,2021-05-01 15:35:35+00:00,1388517463357222914,"Should Government continue with Lockdown? By Damodar Kochkar (President, Goa State Industries Association) https://t.co/0npkclyFX2 via @@goanewshub",goanewshub,
50,2021-05-01 15:07:04+00:00,1388510288375205888,CM has discriminated against people while providing vaccines : NSUI complains to DGP https://t.co/Xbba1vsClT via @@goanewshub,goanewshub,
51,2021-05-01 15:00:14+00:00,1388508569817870343,#COVID19 Update https://t.co/wUmqoMqNAf,goanewshub,"[Photo(previewUrl='https://pbs.twimg.com/media/E0T5L3IVcAEX1j5?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E0T5L3IVcAEX1j5?format=jpg&name=large', type='photo')]"
52,2021-05-01 14:56:37+00:00,1388507655837163523,Youth Congress demands 15 days lockdown to contain COVID19 https://t.co/V0qumbYJMD via @@goanewshub,goanewshub,
53,2021-05-01 14:51:36+00:00,1388506395952046085,The fire fighters seen extinguishing the blaze after the car found engulfed by fire outside Margao Municipal Council building. (video. Arvind Tengse) https://t.co/mBTIo2Us7M,goanewshub,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1388506346178322435/pu/img/Cww1rhHfRy1h94Ap.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1388506346178322435/pu/vid/490x270/SXlzvYZvjCc3t7KL.mp4?tag=12', bitrate=256000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1388506346178322435/pu/pl/N-AQcQo4szZrA4Di.m3u8?tag=12&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1388506346178322435/pu/vid/640x352/xggJZIaw_zrva6r8.mp4?tag=12', bitrate=832000)], duration=44.882, type='video')]"
54,2021-05-01 14:46:43+00:00,1388505165360029696,Car caught fire outside #Margao Municipal Council Building. The reason for the sudden fire is not known till date. Occupants were unhurt. (Corr Vishwesh Prabhudessai) https://t.co/aR2fCPWea4,goanewshub,"[Photo(previewUrl='https://pbs.twimg.com/media/E0T2FslUUAU6GRf?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E0T2FslUUAU6GRf?format=jpg&name=large', type='photo')]"
55,2021-05-01 14:42:20+00:00,1388504062157459457,@Michaellobo76 speaks to @DrPramodPSawant urging him to continue with the preventive measures (lockdown) for additional 10 days and imply stricter SOP to break the covid chain. https://t.co/t8arBdxsTv,goanewshub,"[Photo(previewUrl='https://pbs.twimg.com/media/E0T1FeVVUAAc6Tx?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E0T1FeVVUAAc6Tx?format=jpg&name=large', type='photo')]"
56,2021-05-01 14:38:13+00:00,1388503025778499594,@Michaellobo76 speaks to @DrPramodPSawant urging him to continue with the preventive measures (lockdown) for additional 10 days and imply stricter SOP to break the covid chain. https://t.co/0hvySyXZ3L,goanewshub,"[Photo(previewUrl='https://pbs.twimg.com/media/E0T0JHoUcAEUlbO?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E0T0JHoUcAEUlbO?format=jpg&name=large', type='photo')]"
57,2021-05-01 13:48:41+00:00,1388490560164360196,Deploy the 300 crore Central Government Liberation Day gift to fight COVID—Vijai. https://t.co/y9hhvagUwO via @@goanewshub,goanewshub,
58,2021-05-01 13:38:33+00:00,1388488010656751617,"""NSUI Goa has strong reasons to believe that Mr Pramod Sawant and other BJP MLAs have stocked vaccines for their personal use and to help their relatives"" : NSUI Goa President  @AhrazMulla https://t.co/RH2EHvVA9Y",goanewshub,"[Photo(previewUrl='https://pbs.twimg.com/media/E0TmeJAXsAk2Z-w?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E0TmeJAXsAk2Z-w?format=jpg&name=large', type='photo')]"
59,2021-05-01 13:38:26+00:00,1388487982689050626,NSUI writes to @DGP_Goa complaining against @DrPramodPSawant for allegedly causing discrimination while providing Vaccines in Goa.,goanewshub,
60,2021-05-01 13:32:04+00:00,1388486380087513091,"2,303  new infections, 54 died due to covid-19 in Goa https://t.co/xnTsFUTbkw via @@goanewshub",goanewshub,
61,2021-05-01 13:25:20+00:00,1388484683948716034,"Catch the latest, classic, regional films, theatre and news on HiFlix. Click here to download the App: https://t.co/XBoBBkbQY5 https://t.co/ft5SMsN7bt",goanewshub,"[Photo(previewUrl='https://pbs.twimg.com/media/E0TjdhuXMAUNCK8?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E0TjdhuXMAUNCK8?format=jpg&name=large', type='photo')]"
62,2021-05-01 13:19:26+00:00,1388483199525801997,"Catch the latest, classic, regional films, theatre and news on HiFlix https://t.co/QW7OVVcpfd via @@goanewshub",goanewshub,
63,2021-05-01 13:14:53+00:00,1388482055743283200,"#BREAKING: 2303 new infections, 54 deaths, 225 hospitalised leaves #Goa with 23884 active covid-19 cases. https://t.co/6d3s4Fk8ha",goanewshub,"[Photo(previewUrl='https://pbs.twimg.com/media/E0ThEiBVoAk9naD?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E0ThEiBVoAk9naD?format=jpg&name=large', type='photo')]"
64,2021-05-01 12:06:31+00:00,1388464851396161544,#BREAKING: Goa health dept’s mortality goof up continues; Dept claims total deaths are 54 of which 40 died on Saturday while 14 between April 29-30 which were not calculated due to technical glitch in the portal.,goanewshub,
65,2021-05-01 11:47:44+00:00,1388460123358593025,"Health Dept corrects mortality figures, claims 40 died on Saturday, not 54 https://t.co/mUaWFOd7Fy via @@goanewshub",goanewshub,
66,2021-05-01 11:43:00+00:00,1388458932729880580,"Covid19 deaths: Health Dept corrects its figure of mortality; claims that 40 people died on Saturday which includes 12 at South Goa District Hospital, 24 at GMC, one brought dead at PHC Madkai, 2 died at North Goa District Hospital and one at North Goa private hospital.",goanewshub,
